,id,prod_id,prod_name,areabrand_name,prod_detail,cid,first_cat,agri_firstcat,sepcial_name,Geodict,NotGeodict,final_Prod,final_label
189,190,531000000000.0,10袋包邮吉香居麻辣大头菜80g四川泡菜下饭菜咸菜榨菜丝酱菜丝,成都榨菜,"{""groupProps"":[{""基本信息"":[{""生产日期"":""2018年02月22日 至 2018年02月22日""},{""生产许可证编号"":""SC10351140200230""},{""产品标准号"":""Q/72089854-1.4""},{""厂名"":""四川省吉香居食品有限公司""},{""厂址"":""眉山市东坡区太和镇经济开发区""},{""厂家联系方式"":""15182247938""},{""配料表"":""大头菜、油辣椒、食用盐、酵母抽取物、芝麻""},{""储藏方法"":""请贮藏于阴凉，干燥处""},{""保质期"":""360""},{""食品添加剂"":""见外包装""},{""净含量"":""80g""},{""包装方式"":""包装""},{""品牌"":""吉香居""},{""蔬菜种类"":""大头菜""},{""商品条形码"":""6926896703044""},{""产地"":""中国大陆""},{""省份"":""四川省""},{""城市"":""成都市""}]}]}",1080202002,食品保健,,,{'四川泡菜': '四川'},,四川泡菜,2
190,191,561000000000.0,5斤装新鲜水果黄柠檬重庆潼南农家黄柠檬丑果,安岳柠檬,"{""groupProps"":[{""基本信息"":[{""包装方式"":""食用农产品""},{""原产地"":""中国""},{""售卖方式"":""单品""},{""热卖时间"":""1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月""},{""产地"":""中国大陆""},{""省份"":""重庆""},{""套餐份量"":""3人份""},{""套餐周期"":""1周""},{""配送频次"":""1周1次""},{""特产品类"":""安岳柠檬""},{""价格"":""0-50元""},{""水果种类"":""青柠檬""},{""个数"":""10-20个""},{""净含量"":""2500g""}]}]}",1080201004,食品保健,水果,安岳柠檬,,,安岳柠檬,1
191,192,41640738046.0,特产新鲜精选大连 有盐大虾皮250克烘干杂质少 4件包邮水产干货,台州虾皮,"{""groupProps"":[{""基本信息"":[{""净含量"":""250g""},{""包装方式"":""食用农产品""},{""品牌"":""明氏诚信辣业""},{""售卖方式"":""单品""},{""食品工艺"":""水产干货""},{""产地"":""中国大陆""},{""省份"":""浙江省""},{""城市"":""台州市""}]}]}",1080201001,食品保健,水产,,,,,0
192,193,567000000000.0,1份4瓶 包邮美世嘉金贝柠檬老咸桔咸金枣老香黄120g 组合装大礼包,潮州柠檬,"{""groupProps"":[{""基本信息"":[{""生产日期"":""2018年02月01日 至 2018年03月31日""},{""生产许可证编号"":""SC11744512101189""},{""厂名"":""潮州市潮安区庵埠镇美世嘉食品厂""},{""厂址"":""潮州市潮安区庵埠镇亭厦村东洋工业区东旺路""},{""厂家联系方式"":""18098123919""},{""配料表"":""陈皮、话梅、白砂糖、食用盐、山楂、柠檬、八角茴香、肉桂皮、甘草""},{""保质期"":""1080""},{""食品添加剂"":""柠檬酸、糖精钠、甜菊糖苷、甜蜜素、三氯蔗糖、薄荷脑、山梨酸钾""},{""净含量"":""480g""},{""包装方式"":""包装""},{""品牌"":""美世嘉""},{""系列"":""咸金枣120g*4""},{""是否为有机食品"":""否""},{""食品口味"":""老香黄120g*4,老咸桔120g*4,咸金枣120g*4,金贝柠檬110g*4,拍下留言口味,四个口味各一瓶""},{""是否含糖"":""含糖""},{""产地"":""中国大陆""},{""省份"":""广东省""},{""城市"":""潮州市""}]}]}",10801,食品保健,水果,,,,,0
193,194,564000000000.0,贵州剁椒酱 超辣蒜蓉辣椒酱 无油辣椒 手工醃辣椒 250克 (包邮哦),贵阳辣椒酱,"{""groupProps"":[{""基本信息"":[{""生产日期"":""2018年10月01日 至 2018年10月02日""},{""生产许可证编号"":""SC10352052110123""},{""厂名"":""大方县酱菜厂""},{""厂址"":""贵州省毕节市大方县大方镇书院街153号""},{""厂家联系方式"":""0851-8566551""},{""配料表"":""辣椒""},{""保质期"":""365""},{""食品添加剂"":""无""},{""包装方式"":""散装""},{""产地"":""中国大陆""},{""省份"":""贵州省""},{""城市"":""贵阳市""},{""净含量"":""250g""}]}]}",1080301002,食品保健,,,,,,0
194,195,543000000000.0,腊鸭拐500g 农家手工自制 醃制鸭小腿 咸鸭肉咸鸭腿 特色腊味,合肥腊味,"{""groupProps"":[{""基本信息"":[{""生产日期"":""2018年07月12日 至 2018年07月13日""},{""生产许可证编号"":""SC10434012305308""},{""厂名"":""合肥庐香腊味有限公司""},{""厂址"":""安徽省合肥市肥西县上派镇青年南路""},{""厂家联系方式"":""055162620081""},{""配料表"":""鲜鸭拐""},{""储藏方法"":""冷藏""},{""保质期"":""365""},{""食品添加剂"":""见包装""},{""包装方式"":""包装""},{""同城服务"":""同城24小时卖家送货上门""},{""产地"":""中国大陆""},{""省份"":""安徽省""},{""城市"":""合肥市""},{""品牌"":""庐香腊味坊""},{""型号"":""123""},{""净含量"":""500g""}]}]}",1080102009,食品保健,,,,,,0
195,196,563000000000.0,江大2118-3.5混养之星500g香精特浓钓鱼小药鱼饵饵料添加促食剂,广东鱼,"{""groupProps"":[{""基本信息"":[{""生产日期"":""2016年11月02日 至 2016年11月03日""},{""厂名"":""阳东县中大食品配料有限公司""},{""厂址"":""广东省阳江市阳东县合山镇共发""},{""厂家联系方式"":""13427651436""},{""配料表"":""见外包装""},{""保质期"":""730""},{""食品添加剂"":""是""},{""净含量"":""500g""},{""包装方式"":""包装""},{""包装规格"":""500g""},{""原料成分"":""烘焙原料""},{""品牌"":""江大""},{""产地"":""中国大陆""},{""省份"":""广东省""}]}]}",10909,运动户外,,,,,,0
196,197,556000000000.0,贵州特产自制土猪肉脆哨油渣农家香酥脆肉小吃一份250g2份包邮,黔东南猪肉,"{""groupProps"":[{""基本信息"":[{""净含量"":""250g""},{""包装方式"":""食用农产品""},{""品种"":""脆哨""},{""售卖方式"":""单品""},{""产地"":""中国大陆""},{""省份"":""贵州省""},{""城市"":""黔东南苗族侗族自治州""}]}]}",1080102009,食品保健,畜禽,,,,,0
197,198,41293344618.0,买10袋可包邮】与美山椒罗汉笋 香辣竹笋尖100克 泡椒爽口零食,四川竹笋,"{""groupProps"":[{""基本信息"":[{""生产日期"":""2018年08月01日 至 2018年08月02日""},{""净含量"":""100g ""},{""包装方式"":""包装 ""},{""品牌"":""与美 ""},{""系列"":""罗汉笋100克 ""},{""产地"":""中国大陆 ""},{""省份"":""四川省 ""},{""生产许可证编号"":""SC11251142500018""},{""厂名"":""四川与美食品有限责任公司""},{""厂址"":""青神县青神镇工业集中区与美路1号""},{""厂家联系方式"":""028-3882461""},{""配料表"":""罗汉笋、辣椒、食用植物油、食用盐、辣椒红、食用香精""},{""保质期"":""180""}]}]}",1080102009,食品保健,,,,{'罗汉竹笋': '罗汉'},罗汉竹笋,3
198,199,40058636164.0,【七八里菜园】澳洲原味纽约客牛排240g前腰脊肉沙朗牛排西冷牛排,上海牛,"{""groupProps"":[{""基本信息"":[{""包装方式"":""食用农产品""},{""产地"":""中国大陆""},{""省份"":""上海""},{""重量(g)"":""180""},{""净含量"":""220g""}]}]}",1080201003,食品保健,畜禽,,,,,0
199,200,554000000000.0,大酒神零食店瑞松小黄鱼零食店香酥香辣小黄鱼仔,烟台香酥小黄鱼,"{""groupProps"":[{""基本信息"":[{""生产日期"":""2018年09月01日 至 2018年09月01日""},{""生产许可证编号"":""QS330322010040""},{""产品标准号"":""Q/ZRS0002S""},{""厂名"":""浙江瑞松食品有限公司""},{""厂址"":""瑞安市经济开发区(发展区)开发二路88号""},{""厂家联系方式"":""17685522228""},{""配料表"":""小黄鱼、植物油、香辛料类、食用盐、白砂糖、辣椒、黄酒、味精、食用香精""},{""储藏方法"":""干燥、通风、阴凉处""},{""保质期"":""270""},{""食品添加剂"":""见包装""},{""品牌"":""RuISONg/瑞松食品""},{""系列"":""小黄鱼""},{""包装方式"":""包装""},{""鱼制品种类"":""鱼片""},{""水产类品种"":""小黄鱼""},{""是否含糖"":""含糖""},{""产地"":""中国大陆""},{""省份"":""浙江省""},{""城市"":""温州市""},{""特产品类"":""烟台香酥小黄鱼""},{""商品条形码"":""6928375604675""},{""口味"":""香酥500g,香辣500g,两味混合500g,香酥1000g,香辣1000g,两味混合1000g""},{""净含量"":""25g""}]}]}",1080102009,食品保健,,烟台香酥小黄鱼,,,烟台香酥小黄鱼,1
200,201,559000000000.0,宝宝副食品法国银鳕鱼克切块整条5-6斤/只 细鳞 整条称重出售不单卖,上海鱼,"{""groupProps"":[{""基本信息"":[{""产地"":""中国大陆""},{""省份"":""上海""},{""食品工艺"":""冷冻水产""},{""包装方式"":""食用农产品""},{""净含量"":""500g""}]}]}",1080201001,食品保健,水产,,,,,0
201,202,538000000000.0,新鲜莲子莲童宣莲500g白莲干货非磨皮莲子香糯去芯无硫熏金华特产,金华白莲,"{""groupProps"":[{""基本信息"":[{""净含量"":""500g""},{""包装方式"":""食用农产品""},{""品牌"":""莲童""},{""系列"":""宣莲""},{""规格"":""袋装""},{""售卖方式"":""单品""},{""是否为有机食品"":""否""},{""产地"":""中国大陆""},{""省份"":""浙江省""},{""城市"":""金华市""},{""套餐份量"":""5人份""},{""套餐周期"":""2周""},{""配送频次"":""1周1次""}]}]}",1080202006,食品保健,草药,,,,,0
202,203,537000000000.0,沈郎乡有机茶油纯天然油茶籽油农家压榨野生山茶油宝宝食用油包邮,三明山茶油,"{""groupProps"":[{""基本信息"":[{""生产日期"":""2017年07月01日 至 2017年09月01日""},{""生产许可证编号"":""SC10235042600059""},{""产品标准号"":""GB11765-2003""},{""厂名"":""福建省沈郎油茶股份有限公司""},{""厂址"":""福建尤溪经济开发区城西园""},{""厂家联系方式"":""18950105003""},{""配料表"":""纯山茶籽油""},{""储藏方法"":""常温避光""},{""保质期"":""540""},{""食品添加剂"":""无""},{""品牌"":""SIM LONG HIU/沈郎乡""},{""系列"":""山茶油""},{""规格"":""1200ml""},{""包装方式"":""包装""},{""同城服务"":""同城24小时卖家送货上门""},{""售卖方式"":""单品""},{""是否为有机食品"":""是""},{""产地"":""中国大陆""},{""省份"":""福建省""},{""城市"":""三明市""},{""商品条形码"":""6935685200022""},{""净含量"":""1200ml""}]}]}",1080301004,食品保健,,,,{'食用茶油': '食用'},食用茶油,3
203,204,35031478479.0,黄金亚麻籽仁内蒙古胡麻籽 出口美国加拿大 买5送一2袋包邮,乌兰察布亚麻,"{""groupProps"":[{""基本信息"":[{""包装方式"":""食用农产品""},{""产地"":""中国大陆""},{""省份"":""内蒙古自治区""},{""城市"":""乌兰察布市""},{""净含量"":""500g""}]}]}",1080301004,食品保健,,,,,,0
204,205,565000000000.0,湖南宜章特产古法土红糖片 老种甘蔗老红糖 女人月子红糖三斤包邮,郴州红糖,"{""groupProps"":[{""基本信息"":[{""净含量"":""500g""},{""包装方式"":""食用农产品""},{""产地"":""中国大陆""},{""省份"":""湖南省""},{""城市"":""郴州市""}]}]}",1080501003,食品保健,水果,,,,,0
205,206,521000000000.0,山西大同特产六韵天鸿苑苦荞健产品大有杏脯专卖,山西苦荞,"{""groupProps"":[{""基本信息"":[{""包装方式"":""食用农产品""},{""是否为有机食品"":""否""},{""是否含糖"":""无糖""},{""适用对象"":""全部适用""},{""产地"":""中国大陆""},{""省份"":""山西省""},{""品牌"":""六韵天鸿苑苦荞健茶""},{""系列"":""干炒""},{""规格"":""600克""},{""商品条形码"":""6950890100264""},{""净含量"":""600g""}]}]}",1080501003,食品保健,水果,,,,,0
206,207,557000000000.0,欢乐家豆豉罗非鱼罐头138X10罐豆豉鱼速食鱼肉下饭菜批发整箱,湛江鱼,"{""groupProps"":[{""基本信息"":[{""生产日期"":""2017年09月02日 至 2017年09月02日""},{""包装方式"":""包装 ""},{""同城服务"":""同城24小时物流送货上门 ""},{""品牌"":""欢乐家 ""},{""售卖方式"":""组合 ""},{""是否为有机食品"":""否 ""},{""生鲜储存温度"":""25℃ ""},{""重量(g)"":""138 ""},{""食品工艺"":""其他 ""},{""商品条形码"":""6924254672964 ""},{""鱼肉部位"":""鱼中段 ""},{""产地"":""中国大陆 ""},{""省份"":""广东省 ""},{""城市"":""湛江市 ""},{""套餐份量"":""4人份 ""},{""套餐周期"":""1周 ""},{""配送频次"":""1周1次 ""},{""罐数"":""3罐 ""},{""生产许可证编号"":""SC10942058301967""},{""产品标准号"":""Q/ZJHLJ0001S""},{""厂名"":""湖北欢乐家食品有限公司""},{""厂址"":""湖北省宜昌市枝江安福寺果蔬工业园之字溪大道9号""},{""厂家联系方式"":""0759-2728988""},{""配料表"":""鲮鱼、豆豉（大豆、水、食盐）、食用植物油、食用盐、酱油、白砂糖、香辛料""},{""储藏方法"":""常温储存""},{""保质期"":""1080""},{""食品添加剂"":""食用植物油、食用盐、酱油、白砂糖、香辛料""}]}]}",1080202002,食品保健,,,,,,0
207,208,45823610977.0,王一品斋笔庄湖州善琏湖笔羊毫 京楂提笔斗笔 王一品斋笔庄毛笔,善琏湖笔,"{""groupProps"":[{""基本信息"":[{""品牌"":""王一品斋""},{""笔头规格"":""联笔""},{""笔头毛种"":""松鹤寿,碧海腾波,六支装京楂""},{""笔头材质"":""软毫笔""},{""毛笔种类"":""湖笔""}]}]}",1020201023,3C数码,,,"{'湖州湖笔': '湖州', '善琏湖笔': '善琏'}",,,-1
208,209,534000000000.0,广西百色土产百色岑王老山野生灵芝粉 紫灵芝野生 灵芝,百色灵芝,"{""groupProps"":[{""基本信息"":[{""品牌"":""other/其他""},{""城市"":""百色市""},{""产地"":""中国大陆""},{""省份"":""广西壮族自治区""},{""包装方式"":""食用农产品""},{""净含量"":""360g""}]}]}",1080601005,食品保健,草药,,,,,0
209,210,559000000000.0,四川特产 剑门关豆干豆豉腐乳小吃零食休闲食品年节礼盒包邮,四川豆腐干,"{""groupProps"":[{""基本信息"":[{""生产许可证编号"":""SC12551082300018""},{""产品标准号"":""GB/T23494""},{""厂名"":""剑阁县剑门关镇志公寺食品有限公司""},{""厂址"":""剑阁县剑门关镇西街""},{""配料表"":""大豆、食盐、辣椒、花椒、植物油、香辛料""},{""储藏方法"":""宜于遮光、通风处保存""},{""保质期"":""240""},{""重量(g)"":""1185""},{""包装方式"":""包装""},{""品牌"":""志公""},{""系列"":""豆腐干""},{""产地"":""中国大陆""},{""省份"":""四川省""}]}]}",1080102009,食品保健,,,,,,0
210,211,553000000000.0,四川特产福猴红米辣2kg小米辣泡菜腌菜酸菜鱼调料餐饮批发包邮,成都小米辣,"{""groupProps"":[{""基本信息"":[{""生产日期"":""2018年08月16日 至 2018年09月13日""},{""品牌"":""福猴 ""},{""系列"":""泡红椒小米辣 ""},{""规格"":""2kg ""},{""包装方式"":""包装 ""},{""产地"":""中国大陆 ""},{""省份"":""四川省 ""},{""城市"":""成都市 ""},{""净含量"":""2000g ""},{""生产许可证编号"":""QS5101 1601 0189""},{""厂名"":""成都市金福猴食品有限公司""},{""厂址"":""郫县成都现代工业港安德川菜产业化园区""},{""厂家联系方式"":""028-87868129""},{""保质期"":""365""}]}]}",1080202002,食品保健,,,{'四川泡菜': '四川'},,四川泡菜,2
211,212,567000000000.0,厦门特产鼓浪屿 银祥姜母鸭 鸭脖 鸭胗 鸭掌卤味熟食鸭肉零食包邮,厦门鸭肉,"{""groupProps"":[{""基本信息"":[{""生产日期"":""2018年04月05日 至 2018年04月05日""},{""生产许可证编号"":""QS350004013975""},{""产品标准号"":""GB/T23586""},{""厂名"":""厦门银祥肉制品有限公司""},{""厂址"":""福建省厦门轻工食品工业区""},{""厂家联系方式"":""3553987""},{""配料表"":""见包装标示""},{""储藏方法"":""见包装标示""},{""保质期"":""270""},{""食品添加剂"":""见包装标示""},{""品牌"":""银祥""},{""系列"":""姜母鸭200g""},{""口味"":""鸭胗120g,鸭脖160g,鸭掌160g,姜母鸭200g""},{""净含量"":""120g""},{""商品条形码"":""6941411203489""},{""是否为有机食品"":""否""},{""食品工艺"":""卤味""},{""包装方式"":""包装""},{""省份"":""福建省""},{""城市"":""厦门市""},{""肉类产品"":""全鸭""},{""产地"":""中国大陆""},{""是否含糖"":""含糖""}]}]}",10801,食品保健,,,,{'厦门姜母鸭': '厦门'},厦门姜母鸭,3
212,213,12436727013.0,宜兴 紫砂茶宠茶玩摆件 手工 黑泥清水泥 三足金蟾 变色茶道茶具,宜兴紫砂,"{""groupProps"":[{""基本信息"":[{""颜色分类"":""黑泥-黑,清水泥-红,树脂-变色""},{""主图来源"":""自主实拍图""}]}]}",10602,家居用品,,,{'宜兴紫砂': '宜兴'},,宜兴紫砂,2
213,214,540000000000.0,宏源番石榴夹心糖17g小包装婚庆喜糖水果味硬糖80怀旧零食包邮,潮州石榴,"{""groupProps"":[{""基本信息"":[{""生产日期"":""2018年01月09日 至 2018年01月09日""},{""生产许可证编号"":""QS445113010072""},{""厂名"":""广东宏源食品有限公司""},{""厂址"":""潮州市潮安区庵埠乔林新兴路中段、潮州市潮安区城区安南路与仙埠路交界处东北侧""},{""厂家联系方式"":""123456789""},{""配料表"":""白砂糖，葡萄糖浆""},{""保质期"":""365""},{""食品添加剂"":""详见包装""},{""品牌"":""宏源""},{""系列"":""石榴糖""},{""产品"":""喜糖""},{""包装方式"":""包装""},{""包装种类"":""袋装""},{""产地"":""中国大陆""},{""省份"":""广东省""},{""城市"":""潮州市""},{""净含量"":""17g""}]}]}",1080102010,食品保健,,,,,,0
